PlayerFBref,UrlFBref,UrlTmarkt,TmPos,fbref_id,tm_id
Callum Styles,https://fbref.com/en/players/e96d5560/Callum-Styles,https://www.transfermarkt.com/callum-styles/profil/spieler/435062,Central Midfield,e96d5560,435062
Callum Wilson,https://fbref.com/en/players/c596fcb0/Callum-Wilson,https://www.transfermarkt.com/callum-wilson/profil/spieler/123682,Centre-Forward,c596fcb0,123682
Callum Wright,https://fbref.com/en/players/00521598/Callum-Wright,https://www.transfermarkt.com/callum-wright/profil/spieler/502830,Central Midfield,00521598,502830
Calum Chambers,https://fbref.com/en/players/dc6f5bdd/Calum-Chambers,https://www.transfermarkt.com/calum-chambers/profil/spieler/215118,Centre-Back,dc6f5bdd,215118
Calum MacDonald,https://fbref.com/en/players/40c6462a/Calum-MacDonald,https://www.transfermarkt.com/calum-macdonald/profil/spieler/411504,Left-Back,40c6462a,411504
Calum Woods,https://fbref.com/en/players/02f0f728/Calum-Woods,https://www.transfermarkt.com/calum-woods/profil/spieler/38080,Right-Back,02f0f728,38080
Calvin Bassey,https://fbref.com/en/players/a36524bf/Calvin-Bassey,https://www.transfermarkt.com/calvin-bassey/profil/spieler/461883,Centre-Back,a36524bf,461883
Calvin Bombo,https://fbref.com/en/players/8b8b1cc6/Calvin-Bombo,https://www.transfermarkt.com/calvin-bombo/profil/spieler/485962,Defensive Midfield,8b8b1cc6,485962
Calvin Harris,https://fbref.com/en/players/07b0aeef/Calvin-Harris,https://www.transfermarkt.com/calvin-harris/profil/spieler/627141,Left Winger,07b0aeef,627141
Calvin Mac-Intosch,https://fbref.com/en/players/9fd8007d/Calvin-Mac-Intosch,https://www.transfermarkt.com/calvin-mac-intosch/profil/spieler/113996,Centre-Back,9fd8007d,113996
Calvin Raatsie,https://fbref.com/en/players/9b75440a/Calvin-Raatsie,https://www.transfermarkt.com/calvin-raatsie/profil/spieler/485588,Goalkeeper,9b75440a,485588
Calvin Stengs,https://fbref.com/en/players/8f7e6783/Calvin-Stengs,https://www.transfermarkt.com/calvin-stengs/profil/spieler/409344,Right Winger,8f7e6783,409344
Calvin Verdonk,https://fbref.com/en/players/bf2b4026/Calvin-Verdonk,https://www.transfermarkt.com/calvin-verdonk/profil/spieler/258364,Left-Back,bf2b4026,258364
Cameron Antwi,https://fbref.com/en/players/75c50805/Cameron-Antwi,https://www.transfermarkt.com/cameron-antwi/profil/spieler/565824,Central Midfield,75c50805,565824
Cameron Archer,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,https://www.transfermarkt.com/cameron-archer/profil/spieler/533662,Centre-Forward,05e8ca6d,533662
Cameron Carter-Vickers,https://fbref.com/en/players/88ced02c/Cameron-Carter-Vickers,https://www.transfermarkt.com/cameron-carter-vickers/profil/spieler/341049,Centre-Back,88ced02c,341049
Cameron Congreve,https://fbref.com/en/players/1a58621c/Cameron-Congreve,https://www.transfermarkt.com/cameron-congreve/profil/spieler/667506,Central Midfield,1a58621c,667506
Cameron Coxe,https://fbref.com/en/players/2f635584/Cameron-Coxe,https://www.transfermarkt.com/cameron-coxe/profil/spieler/344004,Right-Back,2f635584,344004
Cameron Cresswell,https://fbref.com/en/players/32ff06f4/Cameron-Cresswell,https://www.transfermarkt.com/cameron-cresswell/profil/spieler/453972,Left Winger,32ff06f4,453972
Cameron Dawson,https://fbref.com/en/players/872891bc/Cameron-Dawson,https://www.transfermarkt.com/cameron-dawson/profil/spieler/251056,Goalkeeper,872891bc,251056
Cameron Duke,https://fbref.com/en/players/c679d9fd/Cameron-Duke,https://www.transfermarkt.com/cameron-duke/profil/spieler/469850,Central Midfield,c679d9fd,469850
Cameron Dunbar,https://fbref.com/en/players/a8734f4a/Cameron-Dunbar,https://www.transfermarkt.com/cameron-dunbar/profil/spieler/692091,Right Winger,a8734f4a,692091
Cameron Evans,https://fbref.com/en/players/ab9bb335/Cameron-Evans,https://www.transfermarkt.com/cameron-evans/profil/spieler/535485,Centre-Back,ab9bb335,535485
Cameron Harper,https://fbref.com/en/players/4a78c769/Cameron-Harper,https://www.transfermarkt.com/cameron-harper/profil/spieler/699461,Right Winger,4a78c769,699461
Cameron Humphreys,https://fbref.com/en/players/28e65539/Cameron-Humphreys,https://www.transfermarkt.com/cameron-humphreys/profil/spieler/277723,Centre-Back,28e65539,277723
Cameron Jerome,https://fbref.com/en/players/680fb5ee/Cameron-Jerome,https://www.transfermarkt.com/cameron-jerome/profil/spieler/35855,Centre-Forward,680fb5ee,35855
Cameron John,https://fbref.com/en/players/6c753e99/Cameron-John,https://www.transfermarkt.com/cameron-john/profil/spieler/425894,Centre-Back,6c753e99,425894
Cameron McGeehan,https://fbref.com/en/players/a3097cfa/Cameron-McGeehan,https://www.transfermarkt.com/cameron-mcgeehan/profil/spieler/167265,Central Midfield,a3097cfa,167265
Cameron Pring,https://fbref.com/en/players/01716c85/Cameron-Pring,https://www.transfermarkt.com/cameron-pring/profil/spieler/547382,Left-Back,01716c85,547382
Cameron Thompson,https://fbref.com/en/players/14d23f4e/Cameron-Thompson,https://www.transfermarkt.com/cameron-thompson/profil/spieler/483352,Centre-Forward,14d23f4e,483352
Cameron Yates,https://fbref.com/en/players/d04a3a37/Cameron-Yates,https://www.transfermarkt.com/cameron-yates/profil/spieler/321412,Goalkeeper,d04a3a37,321412
Camillo Ciano,https://fbref.com/en/players/2114abf9/Camillo-Ciano,https://www.transfermarkt.com/camillo-ciano/profil/spieler/61511,Centre-Forward,2114abf9,61511
Camilo,https://fbref.com/en/players/dfb81359/Camilo,https://www.transfermarkt.com/camilo/profil/spieler/672202,Central Midfield,dfb81359,672202
Camilo Mayada,https://fbref.com/en/players/437c560b/Camilo-Mayada,https://www.transfermarkt.com/camilo-mayada/profil/spieler/130197,Right-Back,437c560b,130197
Camilo Sanvezzo,https://fbref.com/en/players/ca1fedb4/Camilo-Sanvezzo,https://www.transfermarkt.com/camilo-sanvezzo/profil/spieler/172285,Centre-Forward,ca1fedb4,172285
Camilo Vargas,https://fbref.com/en/players/004e3d0f/Camilo-Vargas,https://www.transfermarkt.com/camilo-vargas/profil/spieler/74113,Goalkeeper,004e3d0f,74113
Camutanga,https://fbref.com/en/players/c455a045/Camutanga,https://www.transfermarkt.com/camutanga/profil/spieler/607817,Centre-Back,c455a045,607817
Can Bozdogan,https://fbref.com/en/players/b797f558/Can-Bozdogan,https://www.transfermarkt.com/can-bozdogan/profil/spieler/406609,Central Midfield,b797f558,406609
Caner Cavlan,https://fbref.com/en/players/0c76f6ae/Caner-Cavlan,https://www.transfermarkt.com/caner-cavlan/profil/spieler/136550,Left-Back,0c76f6ae,136550
Canice Carroll,https://fbref.com/en/players/7aaf7863/Canice-Carroll,https://www.transfermarkt.com/canice-carroll/profil/spieler/401313,Defensive Midfield,7aaf7863,401313
CaoimhÃ­n Kelleher,https://fbref.com/en/players/62d7ef38/Caoimhin-Kelleher,https://www.transfermarkt.com/caoimhin-kelleher/profil/spieler/340918,Goalkeeper,62d7ef38,340918
Caolan Boyd-Munce,https://fbref.com/en/players/fe54985b/Caolan-Boyd-Munce,https://www.transfermarkt.com/caolan-boyd-munce/profil/spieler/438086,Central Midfield,fe54985b,438086
Caolan Lavery,https://fbref.com/en/players/58f204f3/Caolan-Lavery,https://www.transfermarkt.com/caolan-lavery/profil/spieler/127983,Centre-Forward,58f204f3,127983
Capita,https://fbref.com/en/players/13d5fc25/Capita,https://www.transfermarkt.com/capita/profil/spieler/666545,Left Winger,13d5fc25,666545
Capixaba,https://fbref.com/en/players/ea2634a1/Capixaba,https://www.transfermarkt.com/capixaba/profil/spieler/435253,Left Winger,ea2634a1,435253
Carel Eiting,https://fbref.com/en/players/a1c5b23e/Carel-Eiting,https://www.transfermarkt.com/carel-eiting/profil/spieler/315128,Central Midfield,a1c5b23e,315128
Carl Davordzie,https://fbref.com/en/players/a0eb6935/Carl-Davordzie,https://www.transfermarkt.com/carl-davordzie/profil/spieler/637514,Centre-Forward,a0eb6935,637514
Carl Jenkinson,https://fbref.com/en/players/874125a3/Carl-Jenkinson,https://www.transfermarkt.com/carl-jenkinson/profil/spieler/126321,Right-Back,874125a3,126321
Carl Starfelt,https://fbref.com/en/players/5cfec13d/Carl-Starfelt,https://www.transfermarkt.com/carl-starfelt/profil/spieler/258987,Centre-Back,5cfec13d,258987
Carl Stewart,https://fbref.com/en/players/9e5c080a/Carl-Stewart,https://www.transfermarkt.com/carl-stewart/profil/spieler/479945,Central Midfield,9e5c080a,479945
Carlens Arcus,https://fbref.com/en/players/5e837126/Carlens-Arcus,https://www.transfermarkt.com/carlens-arcus/profil/spieler/371686,Right-Back,5e837126,371686
Carles AleÃ±Ã¡,https://fbref.com/en/players/6c811eb7/Carles-Alena,https://www.transfermarkt.com/carles-alena/profil/spieler/284854,Central Midfield,6c811eb7,284854
Carles Gil,https://fbref.com/en/players/11c30a46/Carles-Gil,https://www.transfermarkt.com/carles-gil/profil/spieler/127987,Attacking Midfield,11c30a46,127987
Carles Planas,https://fbref.com/en/players/72b92c4e/Carles-Planas,https://www.transfermarkt.com/carles-planas/profil/spieler/66099,Left-Back,72b92c4e,66099
Carles PÃ©rez,https://fbref.com/en/players/a8f21b9f/Carles-Perez,https://www.transfermarkt.com/carles-perez/profil/spieler/282810,Right Winger,a8f21b9f,282810
Carles Soria,https://fbref.com/en/players/128a19d7/Carles-Soria,https://www.transfermarkt.com/carles-soria/profil/spieler/376484,Right-Back,128a19d7,376484
Carlinhos,https://fbref.com/en/players/bbe65b34/Carlinhos,https://www.transfermarkt.com/carlinhos/profil/spieler/41417,Left-Back,bbe65b34,41417
Carlinhos,https://fbref.com/en/players/e19ca5b9/Carlinhos,https://www.transfermarkt.com/carlinhos/profil/spieler/226155,Attacking Midfield,e19ca5b9,226155
Carlinhos,https://fbref.com/en/players/f33a3149/Carlinhos,https://www.transfermarkt.com/carlinhos/profil/spieler/55243,Left-Back,f33a3149,55243
Carlito Fermina,https://fbref.com/en/players/558f8cbd/Carlito-Fermina,https://www.transfermarkt.com/carlito-fermina/profil/spieler/533176,Centre-Forward,558f8cbd,533176
Carlo,https://fbref.com/en/players/8249ff06/Carlo,https://www.transfermarkt.com/carlo-garcia/profil/spieler/627287,Central Midfield,8249ff06,627287
Carlo Boukhalfa,https://fbref.com/en/players/1a86f4a9/Carlo-Boukhalfa,https://www.transfermarkt.com/carlo-boukhalfa/profil/spieler/329373,Defensive Midfield,1a86f4a9,329373
Carlo Pinsoglio,https://fbref.com/en/players/f6a06749/Carlo-Pinsoglio,https://www.transfermarkt.com/carlo-pinsoglio/profil/spieler/75411,Goalkeeper,f6a06749,75411
Carlos,https://fbref.com/en/players/8d3cd59d/Carlos,https://www.transfermarkt.com/carlos-augusto/profil/spieler/585982,Left-Back,8d3cd59d,585982
Carlos,https://fbref.com/en/players/901e930c/Carlos,https://www.transfermarkt.com/carlos-junior/profil/spieler/284000,Right Winger,901e930c,284000
Carlos Acevedo,https://fbref.com/en/players/0810e384/Carlos-Acevedo,https://www.transfermarkt.com/carlos-acevedo/profil/spieler/356042,Goalkeeper,0810e384,356042
Carlos AdriÃ¡n Morales,https://fbref.com/en/players/cb610a47/Carlos-Adrian-Morales,https://www.transfermarkt.com/carlos-morales/profil/spieler/53029,Left-Back,cb610a47,53029
Carlos Akapo,https://fbref.com/en/players/f2a68b97/Carlos-Akapo,https://www.transfermarkt.com/carlos-akapo/profil/spieler/225015,Right-Back,f2a68b97,225015
Carlos Alberto,https://fbref.com/en/players/08f48d96/Carlos-Alberto,https://www.transfermarkt.com/carlos-alberto/profil/spieler/727747,Right Winger,08f48d96,727747
Carlos Alberto GutiÃ©rrez,https://fbref.com/en/players/0219d7be/Carlos-Alberto-Gutierrez,https://www.transfermarkt.com/carlos-gutierrez/profil/spieler/69959,Left-Back,0219d7be,69959
Carlos Alcaraz,https://fbref.com/en/players/4abac767/Carlos-Alcaraz,https://www.transfermarkt.com/carlos-alcaraz/profil/spieler/748319,Central Midfield,4abac767,748319
Carlos Alonso Vargas,https://fbref.com/en/players/20974b8a/Carlos-Alonso-Vargas,https://www.transfermarkt.com/carlos-vargas/profil/spieler/508257,Left-Back,20974b8a,508257
Carlos Alves,https://fbref.com/en/players/9dce9412/Carlos-Alves,https://www.transfermarkt.com/carlos-alves/profil/spieler/337795,Goalkeeper,9dce9412,337795
Carlos Ascues,https://fbref.com/en/players/38851eb2/Carlos-Ascues,https://www.transfermarkt.com/carlos-ascues/profil/spieler/189283,Centre-Back,38851eb2,189283
Carlos Augusto,https://fbref.com/en/players/8d3cd59d/Carlos-Augusto,https://www.transfermarkt.com/carlos-augusto/profil/spieler/585982,Left Midfield,8d3cd59d,585982
Carlos Bacca,https://fbref.com/en/players/09a9e921/Carlos-Bacca,https://www.transfermarkt.com/carlos-bacca/profil/spieler/119235,Centre-Forward,09a9e921,119235
Carlos Baleba,https://fbref.com/en/players/a1390d2f/Carlos-Baleba,https://www.transfermarkt.com/carlos-baleba/profil/spieler/973085,Central Midfield,a1390d2f,973085
Carlos Benavidez,https://fbref.com/en/players/9fb45456/Carlos-Benavidez,https://www.transfermarkt.com/carlos-benavidez/profil/spieler/431190,Defensive Midfield,9fb45456,431190
Carlos CalderÃ³n,https://fbref.com/en/players/4e2c27bb/Carlos-Calderon,https://www.transfermarkt.com/carlos-calderon/profil/spieler/324475,Right Winger,4e2c27bb,324475
Carlos Calvo,https://fbref.com/en/players/12759bc6/Carlos-Calvo,https://www.transfermarkt.com/carlos-calvo/profil/spieler/233916,Centre-Back,12759bc6,233916
Carlos Clerc,https://fbref.com/en/players/33a61a52/Carlos-Clerc,https://www.transfermarkt.com/carlos-clerc/profil/spieler/193784,Left-Back,33a61a52,193784
Carlos Coronel,https://fbref.com/en/players/5c07e176/Carlos-Coronel,https://www.transfermarkt.com/carlos-coronel/profil/spieler/378871,Goalkeeper,5c07e176,378871
Carlos Daniel,https://fbref.com/en/players/355b5f1a/Carlos-Daniel,https://www.transfermarkt.com/carlos-daniel/profil/spieler/818841,Right-Back,355b5f1a,818841
Carlos Dominguez,https://fbref.com/en/players/3521abfe/Carlos-Dominguez,https://www.transfermarkt.com/carlos-dominguez/profil/spieler/636093,Centre-Back,3521abfe,636093
Carlos Dotor,https://fbref.com/en/players/daa2eab3/Carlos-Dotor,https://www.transfermarkt.com/carlos-dotor/profil/spieler/623524,Central Midfield,daa2eab3,623524
Carlos Eduardo,https://fbref.com/en/players/1a234d32/Carlos-Eduardo,https://www.transfermarkt.com/carlos-eduardo/profil/spieler/110078,Attacking Midfield,1a234d32,110078
Carlos Eduardo,https://fbref.com/en/players/27c23008/Carlos-Eduardo,https://www.transfermarkt.com/carlos-eduardo/profil/spieler/363794,Right Winger,27c23008,363794
Carlos Eduardo,https://fbref.com/en/players/627b6eb1/Carlos-Eduardo,https://www.transfermarkt.com/carlos-eduardo/profil/spieler/520082,Goalkeeper,627b6eb1,520082
Carlos Eduardo,https://fbref.com/en/players/84be547e/Carlos-Eduardo,https://www.transfermarkt.com/paulo-eduardo/profil/spieler/627229,Centre-Back,84be547e,627229
Carlos Enrique Renteria,https://fbref.com/en/players/c5dc1be3/Carlos-Enrique-Renteria,https://www.transfermarkt.com/neneco/profil/spieler/262951,Defensive Midfield,c5dc1be3,262951
Carlos Ernesto Cisneros,https://fbref.com/en/players/29635536/Carlos-Ernesto-Cisneros,https://www.transfermarkt.com/carlos-cisneros/profil/spieler/258207,Right-Back,29635536,258207
Carlos Esquivel,https://fbref.com/en/players/ddb8cfad/Carlos-Esquivel,https://www.transfermarkt.com/carlos-esquivel/profil/spieler/52991,Right Winger,ddb8cfad,52991
Carlos Felipe RodrÃ­guez,https://fbref.com/en/players/ce239870/Carlos-Felipe-Rodriguez,https://www.transfermarkt.com/felipe-rodriguez/profil/spieler/102699,Goalkeeper,ce239870,102699
Carlos FernÃ¡ndez,https://fbref.com/en/players/e08647d6/Carlos-Fernandez,https://www.transfermarkt.com/carlos-fernandez/profil/spieler/216464,Centre-Forward,e08647d6,216464
Carlos Fierro,https://fbref.com/en/players/bbd2b6b7/Carlos-Fierro,https://www.transfermarkt.com/carlos-fierro/profil/spieler/185365,Left Winger,bbd2b6b7,185365
Carlos Galindo,https://fbref.com/en/players/3e643a7a/Carlos-Galindo,https://www.transfermarkt.com/carlos-galindo/profil/spieler/801907,Goalkeeper,3e643a7a,801907
Carlos GarcÃ­a,https://fbref.com/en/players/661e2822/Carlos-Garcia,https://www.transfermarkt.com/carlos-garcia/profil/spieler/628494,Centre-Back,661e2822,628494
Carlos Gerardo RodrÃ­guez,https://fbref.com/en/players/85827689/Carlos-Gerardo-Rodriguez,https://www.transfermarkt.com/gerardo-rodriguez/profil/spieler/52622,Left-Back,85827689,52622
Carlos GonzÃ¡lez EspÃ­nola,https://fbref.com/en/players/5c059b5d/Carlos-Gonzalez-Espinola,https://www.transfermarkt.com/carlos-gonzalez/profil/spieler/366620,Centre-Forward,5c059b5d,366620
Carlos Gruezo,https://fbref.com/en/players/f2dd9a21/Carlos-Gruezo,https://www.transfermarkt.com/carlos-gruezo/profil/spieler/189475,Defensive Midfield,f2dd9a21,189475
Carlos Guerrero,https://fbref.com/en/players/bda0bc1e/Carlos-Guerrero,https://www.transfermarkt.com/carlos-guerrero/profil/spieler/540310,Central Midfield,bda0bc1e,540310
Carlos GutiÃ©rrez,https://fbref.com/en/players/6bd1f932/Carlos-Gutierrez,https://www.transfermarkt.com/carlos-gutierrez/profil/spieler/599293,Right Winger,6bd1f932,599293
Carlos GuzmÃ¡n,https://fbref.com/en/players/5ed4bcb5/Carlos-Guzman,https://www.transfermarkt.com/carlos-guzman/profil/spieler/186201,Right-Back,5ed4bcb5,186201
Carlos Harvey,https://fbref.com/en/players/3f18600c/Carlos-Harvey,https://www.transfermarkt.com/carlos-harvey/profil/spieler/628806,Defensive Midfield,3f18600c,628806
Carlos Higuera,https://fbref.com/en/players/f9c512db/Carlos-Higuera,https://www.transfermarkt.com/carlos-higuera/profil/spieler/550264,Goalkeeper,f9c512db,550264
Carlos Isaac,https://fbref.com/en/players/3e5a168c/Carlos-Isaac,https://www.transfermarkt.com/carlos-isaac/profil/spieler/396324,Right-Back,3e5a168c,396324
Carlos LeÃ³n,https://fbref.com/en/players/2313d581/Carlos-Leon,https://www.transfermarkt.com/carlos-leon/profil/spieler/636229,midfield,2313d581,636229
Carlos ManÃ©,https://fbref.com/en/players/7a854622/Carlos-Mane,https://www.transfermarkt.com/carlos-mane/profil/spieler/182711,Right Winger,7a854622,182711
Carlos MartÃ­n,https://fbref.com/en/players/64035864/Carlos-Martin,https://www.transfermarkt.com/carlos-martin/profil/spieler/618813,Centre-Forward,64035864,618813
Carlos MartÃ­nez,https://fbref.com/en/players/d9b0cc38/Carlos-Martinez,https://www.transfermarkt.com/carlos-martinez/profil/spieler/58074,Right-Back,d9b0cc38,58074
Carlos MarÃ­n,https://fbref.com/en/players/36ba66aa/Carlos-Marin,https://www.transfermarkt.com/carlos-marin/profil/spieler/251877,Goalkeeper,36ba66aa,251877
Carlos Mendes Gomes,https://fbref.com/en/players/d90a63ec/Carlos-Mendes-Gomes,https://www.transfermarkt.com/arthur-gomes/profil/spieler/401534,Left Winger,d90a63ec,401534
Carlos Miguel,https://fbref.com/en/players/84454067/Carlos-Miguel,https://www.transfermarkt.com/carlos-miguel/profil/spieler/641458,Goalkeeper,84454067,641458
Carlos Moreno,https://fbref.com/en/players/b931ac44/Carlos-Moreno,https://www.transfermarkt.com/carlos-moreno/profil/spieler/661481,Goalkeeper,b931ac44,661481
Carlos Neva,https://fbref.com/en/players/8d47bb39/Carlos-Neva,https://www.transfermarkt.com/carlos-neva/profil/spieler/448844,Left-Back,8d47bb39,448844
Carlos OrrantÃ­a,https://fbref.com/en/players/50520f42/Carlos-Orrantia,https://www.transfermarkt.com/carlos-orrantia/profil/spieler/124788,Right-Back,50520f42,124788
Carlos Palacios,https://fbref.com/en/players/c8e47776/Carlos-Palacios,https://www.transfermarkt.com/carlos-palacios/profil/spieler/571219,Central Midfield,c8e47776,571219
Carlos PeÃ±a,https://fbref.com/en/players/f7381739/Carlos-Pena,https://www.transfermarkt.com/carlos-pena/profil/spieler/147266,Attacking Midfield,f7381739,147266
Carlos Ponck,https://fbref.com/en/players/b1579026/Carlos-Ponck,https://www.transfermarkt.com/ponck/profil/spieler/341516,Centre-Back,b1579026,341516
Carlos Richards,https://fbref.com/en/players/5d9b5b6d/Carlos-Richards,https://www.transfermarkt.com/carlos-richards/profil/spieler/891839,Right Winger,5d9b5b6d,891839
Carlos Robles,https://fbref.com/en/players/b5dfc1d6/Carlos-Robles,https://www.transfermarkt.com/carlos-robles/profil/spieler/503164,Centre-Back,b5dfc1d6,503164
Carlos Rodas,https://fbref.com/en/players/4a0b0826/Carlos-Rodas,https://www.transfermarkt.com/carlos-rodas/profil/spieler/911336,Goalkeeper,4a0b0826,911336
Carlos Romero,https://fbref.com/en/players/23cbf863/Carlos-Romero,https://www.transfermarkt.com/carlos-romero/profil/spieler/709372,Left-Back,23cbf863,709372
Carlos Rosel,https://fbref.com/en/players/c85f443b/Carlos-Rosel,https://www.transfermarkt.com/carlos-rosel/profil/spieler/357558,Right Winger,c85f443b,357558
Carlos Rotondi,https://fbref.com/en/players/046eb30b/Carlos-Rotondi,https://www.transfermarkt.com/carlos-rotondi/profil/spieler/553422,Left Winger,046eb30b,553422
Carlos Salcedo,https://fbref.com/en/players/64c07ae1/Carlos-Salcedo,https://www.transfermarkt.com/carlos-salcedo/profil/spieler/256866,Centre-Back,64c07ae1,256866
Carlos Salcido,https://fbref.com/en/players/190bc058/Carlos-Salcido,https://www.transfermarkt.com/carlos-salcido/profil/spieler/31434,Centre-Back,190bc058,31434
Carlos Soler,https://fbref.com/en/players/fed17f5a/Carlos-Soler,https://www.transfermarkt.com/carlos-soler/profil/spieler/372246,Central Midfield,fed17f5a,372246
Carlos SÃ¡nchez,https://fbref.com/en/players/50b51fac/Carlos-Sanchez,https://www.transfermarkt.com/carlos-sanchez/profil/spieler/51226,Defensive Midfield,50b51fac,51226
Carlos SÃ¡nchez,https://fbref.com/en/players/a6dbad80/Carlos-Sanchez,https://www.transfermarkt.com/carlos-sanchez/profil/spieler/74373,Attacking Midfield,a6dbad80,74373
Carlos TerÃ¡n,https://fbref.com/en/players/324509e2/Carlos-Teran,https://www.transfermarkt.com/carlos-teran/profil/spieler/649184,Centre-Back,324509e2,649184
Carlos Valenzuela,https://fbref.com/en/players/d08df77c/Carlos-Valenzuela,https://www.transfermarkt.com/carlos-valenzuela/profil/spieler/441477,Left Winger,d08df77c,441477
Carlos Vela,https://fbref.com/en/players/e0cd04e0/Carlos-Vela,https://www.transfermarkt.com/carlos-vela/profil/spieler/35773,Right Winger,e0cd04e0,35773
Carlos Vicente,https://fbref.com/en/players/90df343e/Carlos-Vicente,https://www.transfermarkt.com/carlos-vicente/profil/spieler/540536,Right Winger,90df343e,540536
Carlos Vigaray,https://fbref.com/en/players/f69d934e/Carlos-Vigaray,https://www.transfermarkt.com/carlos-vigaray/profil/spieler/263627,Right-Back,f69d934e,263627
Carlos Villanueva LÃ³pez,https://fbref.com/en/players/115a67c4/Carlos-Villanueva-Lopez,https://www.transfermarkt.com/carlos-villanueva/profil/spieler/234242,Centre-Back,115a67c4,234242
Carlos VinÃ­cius,https://fbref.com/en/players/8b529245/Carlos-Vinicius,https://www.transfermarkt.com/carlos-vinicius/profil/spieler/525287,Centre-Forward,8b529245,525287
Carlos Zamora,https://fbref.com/en/players/aca69d0c/Carlos-Zamora,https://www.transfermarkt.com/carlos-zamora/profil/spieler/416085,Centre-Back,aca69d0c,416085
Carlos de Pena,https://fbref.com/en/players/6b915aa1/Carlos-de-Pena,https://www.transfermarkt.com/carlos-de-pena/profil/spieler/257740,Left Winger,6b915aa1,257740
Carlton Morris,https://fbref.com/en/players/2da834f1/Carlton-Morris,https://www.transfermarkt.com/carlton-morris/profil/spieler/246963,Centre-Forward,2da834f1,246963
Carmine Iannone,https://fbref.com/en/players/a40d1a92/Carmine-Iannone,https://www.transfermarkt.com/carmine-iannone/profil/spieler/542394,Left Winger,a40d1a92,542394
Carmona,https://fbref.com/en/players/2dce876a/Carmona,https://www.transfermarkt.com/jose-angel-carmona/profil/spieler/711625,Right-Back,2dce876a,711625
Carnejy Antoine,https://fbref.com/en/players/9e3da47c/Carnejy-Antoine,https://www.transfermarkt.com/carnejy-antoine/profil/spieler/737772,Centre-Forward,9e3da47c,737772
Carney Chukwuemeka,https://fbref.com/en/players/b2f9c73e/Carney-Chukwuemeka,https://www.transfermarkt.com/carney-chukwuemeka/profil/spieler/659459,Central Midfield,b2f9c73e,659459
CarraÃ§a,https://fbref.com/en/players/d96144c9/Carraca,https://www.transfermarkt.com/carraca/profil/spieler/291941,Right-Back,d96144c9,291941
Carter Manley,https://fbref.com/en/players/a99e9900/Carter-Manley,https://www.transfermarkt.com/carter-manley/profil/spieler/562561,Right-Back,a99e9900,562561
Cas Odenthal,https://fbref.com/en/players/e14e10b1/Cas-Odenthal,https://www.transfermarkt.com/cas-odenthal/profil/spieler/406632,Centre-Back,e14e10b1,406632
Cas Peters,https://fbref.com/en/players/80daec42/Cas-Peters,https://www.transfermarkt.com/cas-peters/profil/spieler/187295,Centre-Forward,80daec42,187295
Casemiro,https://fbref.com/en/players/4d224fe8/Casemiro,https://www.transfermarkt.com/casemiro/profil/spieler/16306,Defensive Midfield,4d224fe8,16306
Casey Pettit,https://fbref.com/en/players/02f607ba/Casey-Pettit,https://www.transfermarkt.com/casey-pettit/profil/spieler/802233,Defensive Midfield,02f607ba,802233
Casey Walls,https://fbref.com/en/players/c5cbbec9/Casey-Walls,https://www.transfermarkt.com/casey-walls/profil/spieler/724440,Centre-Back,c5cbbec9,724440
Casimir Ninga,https://fbref.com/en/players/91f2da4c/Casimir-Ninga,https://www.transfermarkt.com/casimir-ninga/profil/spieler/392810,Left Winger,91f2da4c,392810
Casper Staring,https://fbref.com/en/players/f4693feb/Casper-Staring,https://www.transfermarkt.com/casper-staring/profil/spieler/596158,Central Midfield,f4693feb,596158
Cassiano,https://fbref.com/en/players/46fa8966/Cassiano,https://www.transfermarkt.com/cassiano/profil/spieler/238367,Centre-Forward,46fa8966,238367
Castello Lukeba,https://fbref.com/en/players/5b9512c5/Castello-Lukeba,https://www.transfermarkt.com/castello-lukeba/profil/spieler/618472,Centre-Back,5b9512c5,618472
Catena,https://fbref.com/en/players/274ab13c/Catena,https://www.transfermarkt.com/alejandro-catena/profil/spieler/449796,Centre-Back,274ab13c,449796
Cauley Woodrow,https://fbref.com/en/players/d3085b49/Cauley-Woodrow,https://www.transfermarkt.com/cauley-woodrow/profil/spieler/169801,Centre-Forward,d3085b49,169801
Cauly Oliveira Souza,https://fbref.com/en/players/2b53f7a5/Cauly-Oliveira-Souza,https://www.transfermarkt.com/cauly/profil/spieler/162812,Attacking Midfield,2b53f7a5,162812
CauÃ£,https://fbref.com/en/players/3c48a088/Caua,https://www.transfermarkt.com/caua/profil/spieler/894285,Attack,3c48a088,894285
CauÃª,https://fbref.com/en/players/072897aa/Caue,https://www.transfermarkt.com/caue/profil/spieler/814268,Centre-Forward,072897aa,814268
Cayo TenÃ³rio,https://fbref.com/en/players/89849ec9/Cayo-Tenorio,https://www.transfermarkt.com/cayo-tenorio/profil/spieler/739112,Right-Back,89849ec9,739112
CaÃ­que FranÃ§a,https://fbref.com/en/players/fbb19f57/Caique-Franca,https://www.transfermarkt.com/caique-franca/profil/spieler/408850,Goalkeeper,fbb19f57,408850
CaÃ­que Silva SÃ¡,https://fbref.com/en/players/2879bb55/Caique-Silva-Sa,https://www.transfermarkt.com/caique-sa/profil/spieler/254771,Right-Back,2879bb55,254771
