BGGId,YearPublished,GameWeight,MinPlayers,MaxPlayers,MfgPlaytime,MfgAgeRec,NumExpansions,Kickstarted,IsReimplementation,AvgRating,Mech_PC1,Mech_PC2,Mech_PC3,Mech_PC4,Mech_PC5,Mech_PC6,Mech_PC7,Mech_PC8,Mech_PC9,Mech_PC10,Theme_PC1,Theme_PC2,Theme_PC3,Theme_PC4,Theme_PC5,Theme_PC6,Theme_PC7,Theme_PC8,Theme_PC9,Theme_PC10
769,2000,2.3333,2,8,90,10,0,0,0,6.49074,-0.4729168193574578,-0.2918041487433017,0.10019217317652876,-0.5003033167555089,0.33520033787757614,0.1280734965830591,-0.3020107202036073,-0.24067559426101537,0.10996277246014731,-0.14450931886356722,2.113224668050005,0.3543231653628133,-0.23520778601909034,0.14242538249030764,2.136291995567231,-0.1022844813888144,1.2970049571525504,1.4039630440075526,-1.5067774519603574,-0.6639486854243067
770,1992,1.3779,2,8,20,10,0,0,0,6.29663,-0.46378547817956817,1.1539033801997025,1.4621780246136404,-0.39786237095127486,1.534418030304773,-1.4959602478509972,1.0576988769620743,-1.9503205614474548,-2.2371281569995007,0.538212105862341,-0.9963178462921024,-0.3455197390845505,0.2780377605175836,0.8608486044391951,-0.05035814609165008,-2.3036194180666234,-1.1297027262437298,-0.04380267797445306,1.5914301693072377,1.6953426845755017
771,2000,2.6154,2,4,90,10,0,0,0,6.63192,-0.6104984290947948,-0.32406740841347303,-0.5486852141278991,-0.18636127445510908,0.4369134231793203,-0.19005433846356878,-0.1964684701506447,-0.8199206004814091,-0.05851667063180299,0.6646104268953246,-0.04180236892531142,0.0956909793205625,0.4966399454110846,0.5211245215370907,-1.171869464171036,-0.3909966823198703,0.3175056174804521,-0.5312661597423619,0.0003829513415133634,-0.5851339754925876
772,1985,1.3448,2,6,20,10,0,0,0,6.06098,-0.2702226729812356,-0.8670922719746776,2.064930784900184,1.2365011975497537,-1.2810774532446985,-0.0668728864024428,0.4634586845993992,1.1109845461277206,-0.575785322676335,2.0567673557672634,-0.20672583501357777,-0.19247681566789585,-0.8761394323604095,-0.8867399747122197,-0.23919993257921465,-0.6212300115957948,-0.16509513403980386,-0.694244615510171,-0.8541726285627658,0.6720005438456075
773,1997,2.1429,3,6,90,12,0,0,0,5.17568,-0.8980000763935222,-0.40813953382936424,-0.6480752293505221,1.2719873577883547,0.31225734712287123,0.3614731641038635,0.03915593977383897,0.32013767843496527,-0.050759643048125996,-0.13847191335740405,-0.9719449505588486,1.147581664720665,1.4174408877847782,1.0508608217636672,-1.9553067915941276,-0.2120850512488339,0.8716861209469342,-0.07125849107797001,-0.45750459647548986,-1.970573826197844
775,2000,1.0,3,4,45,10,0,0,0,5.77424,-0.8011239070372234,-0.48089634229384826,-0.326888525522825,-0.20150174528291354,0.20933167434824362,-0.5691547536890839,0.04163182940677076,-0.4196577082362438,-0.20445587344153868,-0.44008227886084134,0.7836088732824001,-0.0812724323975663,0.22093489236048147,0.11998584642569221,-0.5883730226141685,-0.34331018523180223,0.021181378157423485,-0.21247174063046034,-0.10417090288602826,0.46691110193875435
776,1999,1.0,4,9,30,8,0,0,0,5.63273,-1.1250794248217586,-0.8547016382747308,-0.5692535821102955,-0.174149989191134,-0.8084740591790696,-0.30891873054434965,0.9904791169323734,1.1047035651389012,-0.5626444156940248,-0.5661744212063299,-0.22647936633848081,-0.217696074701717,-0.2900415659321786,-0.2129054153346556,-0.09919753629773696,-0.09413553782766394,-0.06927459264970533,-0.25949915259721623,-0.12110210553240733,-0.14677680348232716
781,1991,1.1,3,6,45,10,0,0,0,5.91235,-1.1640620638262382,-0.47580269236682116,2.1812561232930325,1.5915436342230393,-1.0262113203353556,-0.748433174073,-0.507842862225877,-0.6735937164563056,0.4805508264990421,0.4776280571432641,-0.22647936633848081,-0.217696074701717,-0.2900415659321786,-0.2129054153346556,-0.09919753629773696,-0.09413553782766394,-0.06927459264970533,-0.25949915259721623,-0.12110210553240733,-0.14677680348232716
782,1966,2.0842,3,6,120,8,3,0,0,6.72781,-0.4588392965177751,-0.8457087959196752,0.5382187639330858,1.1167558596487646,0.24518964943342642,-0.07089063495153825,0.07830344387159265,0.8272345827456783,0.11347359056358451,0.9861424142153687,-0.35853141829104707,-0.10262984131135938,-2.0529286570013783,-2.8110920067262266,-1.3527072167730734,-0.8561062950407721,-0.1197324903167428,-0.9021670711972208,-1.764746204581922,1.8256126673827204
783,2000,1.5714,1,9,10,8,1,0,0,5.9582,-0.5877661736263358,-0.8196631034314716,-0.44189119212748273,-0.07817447095617183,-0.2264618466112598,-0.132285968078643,0.021241441531572015,-0.07564532796817085,-0.07553416809059638,0.1492260594994286,-0.22647936633848081,-0.217696074701717,-0.2900415659321786,-0.2129054153346556,-0.09919753629773696,-0.09413553782766394,-0.06927459264970533,-0.25949915259721623,-0.12110210553240733,-0.14677680348232716
784,1978,3.0,2,8,120,13,0,0,0,6.61538,-0.8980000763935222,-0.40813953382936424,-0.6480752293505221,1.2719873577883547,0.31225734712287123,0.3614731641038635,0.03915593977383897,0.32013767843496527,-0.050759643048125996,-0.13847191335740405,-1.7161498335041252,2.204036323881312,1.2731521109454516,0.7906192879341246,-0.09486188584095462,0.22396187155897346,0.34902232607332123,-0.14529308544478367,0.03600187445200171,-0.9495491878997238
785,1999,2.4,2,6,90,12,0,0,0,5.17083,-1.7333957823688342,0.9503899439305448,-1.738065126424043,3.4300929997884033,1.196889250601279,1.3675705606547297,-0.2764130192246858,1.8926645904939996,0.8864730334493118,-0.5493281292871429,-3.463847167613077,5.183827911187701,0.6492130155200014,-1.5133821368046898,-0.029827801829890324,3.3628431666867105,-0.20910572985723463,3.814069872010895,2.069663038339949,1.283625678885723
786,1987,2.25,2,6,90,10,0,0,0,4.54947,-1.3758604532747525,-0.041140012849954714,-1.1720617752047653,3.9989178088595465,0.8976963049404509,3.359308103934913,-0.03596235936914455,1.8450894635575117,0.2366349012090374,0.003792684080740365,-1.1353950695370845,1.17703291979342,0.3248786737783827,0.22656951807280687,0.5051044377824455,0.14595232041324022,-0.04485300327341888,-0.3288596814102885,0.14289358591305915,-0.0770570561844533
787,1992,1.8889,3,5,60,10,0,0,0,5.92667,-0.766804949418881,-0.5314645306463834,-0.9234969062141719,-0.1708097293071762,-0.5566619485791787,0.5409700767081305,0.29267726743549827,-0.7395690787931842,0.6075315170587021,0.11449269890328198,-0.8310253946085958,0.9005866577080065,0.380185099991563,0.08394485738834628,-0.342347160123426,0.2909005169851073,0.0002426848883640732,-0.9815557929758427,-0.10697392732403542,-1.9895183260462188
788,1985,2.4198,1,6,120,12,0,0,0,7.06102,-0.7018053846003324,0.37363669836710733,1.4401832662461476,0.16816224145675376,1.3172368970810542,1.7810956756600702,-1.173307493519633,2.412254967809464,0.4947264213790711,-0.2815573918302539,1.619727919391852,-0.2174424113424398,0.46720647916140695,1.8928887810721777,-1.263851489126842,-0.7637787826812344,-0.033435961594707596,0.8079921714611007,0.597324897131315,1.0255166338769177
789,1963,2.3889,2,4,45,10,0,0,0,6.44925,0.47443417005787103,-0.7462624776094393,-0.3352344326327298,-0.08325790694517446,-0.1969477083284445,0.1569687279916057,0.45060534081019354,-0.36498019737953813,0.5909572036029752,-0.16980505355507136,-0.22647936633848081,-0.217696074701717,-0.2900415659321786,-0.2129054153346556,-0.09919753629773696,-0.09413553782766394,-0.06927459264970533,-0.25949915259721623,-0.12110210553240733,-0.14677680348232716
790,1990,2.25,2,4,90,12,0,0,1,6.05054,-0.14692286964416384,-0.020675928528137762,-0.1099448779073164,-1.2097859989224036,0.9184811588283766,1.3061135275027957,-0.4976569820710856,-0.6899217104223536,0.9424652924845435,0.26638403317938564,-0.22647936633848081,-0.217696074701717,-0.2900415659321786,-0.2129054153346556,-0.09919753629773696,-0.09413553782766394,-0.06927459264970533,-0.25949915259721623,-0.12110210553240733,-0.14677680348232716
791,1998,1.7,3,6,30,10,0,0,0,5.92267,-1.1006846270648867,-0.7109995896102392,-0.3255650510767386,-0.03421910334592102,0.1889832044676434,-1.1994891455474423,0.27480176417063285,-0.8264566090410849,-0.43929718790084804,-0.7695966543847266,-0.22647936633848081,-0.217696074701717,-0.2900415659321786,-0.2129054153346556,-0.09919753629773696,-0.09413553782766394,-0.06927459264970533,-0.25949915259721623,-0.12110210553240733,-0.14677680348232716
792,1985,2.3333,2,3,20,8,0,0,0,6.07872,-0.822084124668922,-0.9134452171521918,-0.8176451447064991,-0.4065700734813831,-0.8441275064430924,-0.12072829555954043,0.82418553885861,-0.29353077568058966,0.23162684009140033,0.05568138523635273,-0.22647936633848081,-0.217696074701717,-0.2900415659321786,-0.2129054153346556,-0.09919753629773696,-0.09413553782766394,-0.06927459264970533,-0.25949915259721623,-0.12110210553240733,-0.14677680348232716
793,1994,1.3333,2,6,20,12,0,0,0,6.047,-0.7017636433685845,-0.16297571121558926,0.4349772532956281,1.5791502859680535,0.48813783592933757,-0.09785452944585649,-0.15120936377190058,0.8548880344948607,-0.2819745954756162,0.17982798819428195,-0.22647936633848081,-0.217696074701717,-0.2900415659321786,-0.2129054153346556,-0.09919753629773696,-0.09413553782766394,-0.06927459264970533,-0.25949915259721623,-0.12110210553240733,-0.14677680348232716
794,1968,1.5294,2,4,60,10,0,0,0,5.5177,-0.5877661736263358,-0.8196631034314716,-0.44189119212748273,-0.07817447095617183,-0.2264618466112598,-0.132285968078643,0.021241441531572015,-0.07564532796817085,-0.07553416809059638,0.1492260594994286,-0.22647936633848081,-0.217696074701717,-0.2900415659321786,-0.2129054153346556,-0.09919753629773696,-0.09413553782766394,-0.06927459264970533,-0.25949915259721623,-0.12110210553240733,-0.14677680348232716
795,1988,1.875,2,6,60,10,0,0,0,5.38364,4.181431865926491,0.7722363997899604,0.49235626802541593,-0.33289207465839077,1.6033759850348357,1.8395712765694334,3.4841532792065633,-0.9262373465743827,2.2248154189694107,-1.345101301008254,0.9682858706955695,0.23211462162471302,1.0076164037037454,0.8540157832974385,-1.661044950487468,-0.6401713297240089,0.40796158828758095,-0.4842387477756054,0.017314153987892426,0.02855392992849382
796,1986,2.5882,3,6,300,12,0,0,0,6.4826,-1.0658623247428085,-0.1359319749307237,-0.7145658380470624,1.6121733017571378,0.6734021845573223,1.149638407959117,0.4749694179924214,0.9383020114468191,1.218545026689541,-0.13304477629669675,-1.7985551089924259,1.1035920846455596,0.7043015055413978,1.287367657458885,0.2842619851741485,0.8844219932325359,0.463681123337746,0.2847376007237718,0.21478847905769577,-1.0812549017047945
797,1989,2.0,2,6,30,8,0,0,0,4.55,-0.8011239070372234,-0.48089634229384826,-0.326888525522825,-0.20150174528291354,0.20933167434824362,-0.5691547536890839,0.04163182940677076,-0.4196577082362438,-0.20445587344153868,-0.44008227886084134,-0.3941062272151075,0.02240567338360245,-1.4398233039269013,-2.098536247144489,-1.0923297693230962,-0.275606450202294,-0.21033503514996726,-0.2936677048329442,-0.7107376041516518,1.19640000097779
798,1980,1.7544,2,2,20,10,0,0,0,7.03526,0.9371606909192214,-0.9519306250318507,-0.02581247513019795,0.2695208944102565,-0.5785299931260909,-0.4912573890039384,0.4853492037276549,-0.17254226802201617,-1.3453248629645802,0.9045334988197016,-1.4627786670279304,-1.4262757827083192,-2.3219199880193733,1.7078600863005746,0.9490092005409076,-2.369909715524801,-1.2887472295138531,0.9608480283642816,1.1179228683601958,1.0720761569156116
799,2000,2.6154,2,4,180,12,0,0,0,6.37923,-0.4729168193574578,-0.2918041487433017,0.10019217317652876,-0.5003033167555089,0.33520033787757614,0.1280734965830591,-0.3020107202036073,-0.24067559426101537,0.10996277246014731,-0.14450931886356722,6.554775024574282,-0.1747628078586835,2.460703346282482,1.890254938374739,0.9871325260133607,3.381193714876589,-5.622245966786601,0.8055224630414409,2.9367817919731127,0.6495495898218664
801,1978,2.8182,2,2,120,12,0,0,0,6.85,1.4845431828305569,-1.5090966927630762,-0.8280158452873861,0.5241417428015636,-0.36372813621451383,-0.5554386689874244,-0.6773705277769387,-0.23902081353450205,0.07676053467117322,0.3405328658329616,-1.444722050947953,-2.298354983480284,0.9482409597484553,0.7620228907694764,0.2231540137187722,3.4260755856006084,1.0754228150770662,-1.5077539747354518,-1.165787532565758,1.7850138815815424
802,2000,4.3333,2,2,120,12,0,0,0,6.07059,0.3539834235204334,-1.2064483209968269,-0.7025314721705387,0.23031658392606605,-0.4101293923401591,-0.3559287494953204,-0.299689118141877,-0.1395199157489519,0.19323931767823946,0.14655182753566043,-1.0009961458874865,-1.6417680530415901,-1.8675631558531065,1.9508133883057501,0.2791691489267484,-0.7984237317074178,-0.21658249476347802,2.044996854176655,1.0195122108896648,-0.4536023976448739
803,1982,2.5652,2,6,120,12,0,0,0,5.7536,0.9256042707754923,-1.2648334655499367,-0.6839787433712904,0.09198765053525157,-0.1853608277672118,-0.2206272529540405,-0.6247123754496947,0.15358389573976833,0.21484601353423663,0.48230218686688026,0.7836088732824001,-0.0812724323975663,0.22093489236048147,0.11998584642569221,-0.5883730226141685,-0.34331018523180223,0.021181378157423485,-0.21247174063046034,-0.10417090288602826,0.46691110193875435
804,1986,1.3625,2,4,45,10,0,0,0,6.65921,-0.2941604669335691,0.19304109350990362,0.729119026312127,0.9753924454777602,2.078945645645301,0.5628935289377555,0.7859619237259692,1.4458715576992693,0.6321937755530967,0.12584555242082943,0.32687833635198227,-2.7117948587964804,-3.9325446042639225,4.2977139733053775,2.0001355226150253,-1.8538851152795113,0.7432832336698207,6.347340191941642,1.3949523690895047,1.3048387992674169
805,2000,2.0065,2,5,90,12,0,0,0,6.63384,-0.553892634700544,0.11986712524662652,2.573046474170978,-0.39808104890842666,0.23913020061109744,1.5282264744900382,-0.7558972231273563,0.9896252720029818,1.0034826734761821,0.105460791996995,2.1202037759967416,-0.2806443109078013,-0.09601597215885786,-0.06634139660581397,1.4831105453608469,1.4973578996606007,-1.8236065235644956,0.006063797492725572,0.5290004307984546,-1.022482105874994
806,2000,3.5,3,6,180,12,0,0,0,6.37571,-1.4553065352227752,0.2454004489315748,-2.4561698814314483,3.6563146707516054,-0.6415811292381131,6.004036557162907,-0.6427771751649636,-1.6836919245549957,-0.35334248790255185,0.2533517119792116,-1.4195907037826505,1.5696276505454505,0.21864503413815872,0.20460059482815054,1.5291676709038315,-0.149822578426519,-0.8882882592384203,-1.6177224529062828,0.3162557995111883,1.3941536664389431
808,1988,1.8,2,4,30,8,0,0,0,5.27045,-0.766804949418881,-0.5314645306463834,-0.9234969062141719,-0.1708097293071762,-0.5566619485791787,0.5409700767081305,0.29267726743549827,-0.7395690787931842,0.6075315170587021,0.11449269890328198,-2.1604359169932392,2.9843175493173906,0.6618597542672082,0.39479216713764914,1.7635772499860325,1.010907958515217,-0.552947371545126,0.6780020103882083,1.089523688901317,0.8844860197733393
810,1975,2.0,2,4,0,8,0,0,0,6.02619,-0.822084124668922,-0.9134452171521918,-0.8176451447064991,-0.4065700734813831,-0.8441275064430924,-0.12072829555954043,0.82418553885861,-0.29353077568058966,0.23162684009140033,0.05568138523635273,-0.22647936633848081,-0.217696074701717,-0.2900415659321786,-0.2129054153346556,-0.09919753629773696,-0.09413553782766394,-0.06927459264970533,-0.25949915259721623,-0.12110210553240733,-0.14677680348232716
811,1977,1.7395,2,4,60,8,1,0,0,6.40131,-1.241978899352313,0.5752717943963797,-1.5286249819214939,-0.6979471928158069,-0.48986303924037433,0.06108295147837591,2.5057933583055587,-0.8402928437415046,3.4889407307611737,-1.233672532800665,-0.4505442055269854,-0.13675553382179523,-0.7884630132128324,-0.9417359683988712,-0.2669609990763767,-0.22799126886787463,-0.02790837582179916,-0.9235864675368903,-0.3627040126706147,-0.1043304536572531
813,1995,1.1818,2,4,45,7,0,0,0,5.38616,-0.39353579465292776,-0.4301380614428669,-0.27363972426517597,-0.5776931791533593,0.17645295494041652,0.6800438495409123,-0.023811995153962966,-0.35385591846496217,0.6327034096415847,0.07226034224819206,3.79505459324952,-0.639841566028392,1.0503769735461457,0.7869868812977472,1.1125820140525347,3.7069817539329812,-5.6468563712068045,-0.3548632396856395,2.4713784066936917,-1.629338270126347
814,1998,1.1373,2,5,30,6,1,0,0,6.04985,-1.001122900461467,-0.6252466443671031,-1.2992508587931884,-0.4992053318323876,-1.17432760841101,0.552527749227233,1.0956213647625355,-0.957454526505603,0.9146925252406989,0.020948024640206064,-0.22647936633848081,-0.217696074701717,-0.2900415659321786,-0.2129054153346556,-0.09919753629773696,-0.09413553782766394,-0.06927459264970533,-0.25949915259721623,-0.12110210553240733,-0.14677680348232716
815,2000,1.8429,1,6,30,11,12,0,0,6.19536,-0.8628077403420511,1.1162519687971875,2.296714401591,-1.009799290440401,-0.4671907197881674,-0.3487051062013626,-0.43363124546417053,0.10652922094801498,0.01648191179893908,-0.4129861699455206,-2.1633240294600196,-2.536375993970627,-3.011453225445525,4.200740561202454,1.467163314328532,-1.6139916558658358,-0.119370208353943,3.9873651665647105,0.6115043374785011,-1.4425954723670629
816,1995,4.04,3,6,360,14,1,0,0,7.0818,-1.4312091163083054,1.1680919239345315,-2.582871196598412,3.6246931344478166,-0.34113539368044044,5.746148925393995,-0.8001508282454354,-1.3963655131303243,-0.17070787719901095,-0.08072526527897038,-3.066014070970599,6.397870828622832,1.1581838893400576,1.9543465994920894,6.888844559586477,-0.167447426754911,-0.6196007915066318,0.30139801958364165,-2.2180764168318445,1.7431843150780268
819,1998,2.5,3,5,30,14,1,0,0,6.26923,-0.8873268936539994,-1.0497663507478632,-0.4405677176813963,0.0891081709808206,-0.24681031649185992,-0.7626203599370005,0.25441137629543414,-0.48244422877301174,-0.310375482549906,-0.18028831602445683,0.21690101530271969,0.11043992121424176,-0.9595082114671243,-1.7798120544026823,-0.5437164290536596,1.695495559850714,-0.6450323135875082,0.42146205393633374,1.0750547781808872,-0.6277059088023231
820,1988,2.9333,2,2,15,9,0,0,0,6.96537,-0.39353579465292776,-0.4301380614428669,-0.27363972426517597,-0.5776931791533593,0.17645295494041652,0.6800438495409123,-0.023811995153962966,-0.35385591846496217,0.6327034096415847,0.07226034224819206,-0.22647936633848081,-0.217696074701717,-0.2900415659321786,-0.2129054153346556,-0.09919753629773696,-0.09413553782766394,-0.06927459264970533,-0.25949915259721623,-0.12110210553240733,-0.14677680348232716
821,1994,1.75,2,2,60,10,0,0,0,5.54137,-0.5877661736263358,-0.8196631034314716,-0.44189119212748273,-0.07817447095617183,-0.2264618466112598,-0.132285968078643,0.021241441531572015,-0.07564532796817085,-0.07553416809059638,0.1492260594994286,-0.22647936633848081,-0.217696074701717,-0.2900415659321786,-0.2129054153346556,-0.09919753629773696,-0.09413553782766394,-0.06927459264970533,-0.25949915259721623,-0.12110210553240733,-0.14677680348232716
822,2000,1.9064,2,5,45,7,155,0,0,7.41883,-0.3204891274324143,1.7932570847060487,-0.35507333983628075,-1.3401260780140558,-0.1443567640768884,2.087130999796148,0.46372222462030166,-1.9969926935839357,4.124062586286796,0.5642300539146461,-0.6225571328923521,1.1226943834084557,1.4449133825781535,1.085174291398409,-1.7718357877944362,-0.31298713117413707,0.7113809468271923,-0.34769956377685696,-0.10650876011954402,-1.4576261072078585
823,2000,2.5648,2,5,90,12,4,0,0,6.74543,-0.3743045316974189,0.46292405669140585,0.6787273343005651,-1.4169006300126854,1.0907167223396137,0.2647402009013287,-0.8492931267707052,0.9191811689336785,0.2401129527311097,-1.4472279407549788,3.2324530280966237,0.10259761836162419,1.2733297649649615,0.9537317083269401,-0.5828176038676861,-0.059036864485987474,-0.8037349154760594,0.08877868172772015,0.4204271488462091,1.3118280555607114
824,1995,1.5,2,2,40,10,0,0,0,5.77993,-0.822084124668922,-0.9134452171521918,-0.8176451447064991,-0.4065700734813831,-0.8441275064430924,-0.12072829555954043,0.82418553885861,-0.29353077568058966,0.23162684009140033,0.05568138523635273,-0.6764269437779616,-0.5564963257374188,-0.6739525697084181,1.0840181808708367,-0.6576063800755078,-0.32135765967763563,0.02069728604494276,0.38466768393611445,0.4305625693221949,-0.44224108319638206
825,1987,1.3214,2,4,20,10,0,0,0,5.99292,-0.14601696278186863,-0.4594738414108198,1.043166881228846,0.08450825697519833,-0.03342740625066419,-0.39528264352709613,-0.02119598905034922,-0.7546302013328834,-0.5428137253054501,0.4058047661023137,1.0152968171616839,-0.05852889056968441,0.24480517201986213,0.17698572054873185,-0.033752698603419035,-0.2845308906596791,0.5224559885812247,0.19686108714180664,-0.037057412223919575,0.40770929439682896
826,2000,1.605,2,5,45,8,0,0,0,6.68543,0.435986419062585,6.8710428158280825,-0.610155183327588,-1.7514522740926448,0.5224827045703704,0.448290462407283,5.6028386037055125,1.5547049240147717,-1.4281368687977323,1.4592566642550795,-0.9963178462921024,-0.3455197390845505,0.2780377605175836,0.8608486044391951,-0.05035814609165008,-2.3036194180666234,-1.1297027262437298,-0.04380267797445306,1.5914301693072377,1.6953426845755017
827,2000,2.5473,2,5,45,10,0,0,0,6.47896,-0.9305565559476489,0.19493655734067084,-1.4810229119331124,1.4750030286660842,-0.024876831261440597,2.3086660804480235,-0.7864019524163199,-1.6417192558053375,-0.586908682969946,0.3417101406835674,-0.3911901865918078,0.12057826063277183,0.4691674506177092,0.4868110519023491,-1.3553404679707275,-0.290094602394567,0.4778107916001939,-0.25482508704347495,-0.35061288501443244,-1.0980816944825735
828,1982,2.9615,1,6,240,12,0,0,0,6.37999,-0.2779201270037613,0.6915062047276168,0.7661948692703836,-2.0064946712156413,0.9236676231193413,2.7707735155533615,-0.8191349776508964,0.1317062344535677,1.234745824460209,-0.5699887515823607,2.0696754968313322,0.12135783969326217,0.851117482937647,0.5959651848666851,-0.7054426453490701,-0.5365566608312624,-0.1234078402893557,0.16382533492777013,0.04566022227671333,1.320980913590972
829,2001,1.4348,2,4,45,13,1,0,0,5.77363,-0.9884045951342696,-0.04822821443667707,-0.11184483959048871,-0.14794359367521165,0.7973662274468796,-1.1985733856670264,0.31724338448471257,-0.659501954301404,-0.422283254058632,-1.0142343040444612,0.14751181277679615,-0.7125223367200157,-0.527004866225807,-2.8994802165415003,0.2961326001321775,-0.1245661058655838,-0.6769282533411187,-3.990045934659593,0.46728370853573514,-3.502164868359591
831,1999,1.7625,3,6,90,10,0,0,0,6.47311,-0.7134603853428566,-0.2458758378462749,1.3040329756420093,2.3787337745824026,-0.40715124537961234,0.6316970296221875,-1.042246198515874,-1.1898682074437423,-0.01664975590037285,1.194684917438929,-1.1719674536825115,0.9618687098498125,-0.025975352760461166,-0.6919453790988401,0.8037927142891546,0.2781252420614805,-0.12602896292117727,-1.589329342773374,0.18118744858867647,-1.244416740585558
833,1998,3.7185,2,2,360,12,1,0,0,7.76705,1.6239880051301867,-0.77778126261807,-0.2960006758866432,-0.8003702773263343,1.3974546009814124,0.11631079802234266,-1.709391892082619,-0.24126490732636702,-1.082974924598576,2.479558916978574,-2.4477339003311753,-4.433762585678697,1.4821227245363355,1.8419442895475155,0.21471637177068678,6.8914708160450315,2.4037383261368928,-2.931183102530026,-2.4180449072645542,3.6578882667069403
834,1996,1.4328,2,8,30,12,0,0,0,6.48532,-0.5877661736263358,-0.8196631034314716,-0.44189119212748273,-0.07817447095617183,-0.2264618466112598,-0.132285968078643,0.021241441531572015,-0.07564532796817085,-0.07553416809059638,0.1492260594994286,-0.173661893216968,-0.40899070696909817,-0.869779661859333,-0.820640321933018,0.18711020252336033,-0.06950514400983336,-0.02664577737970602,-0.806460943115788,-0.35263689134386916,-0.8811721101033623
835,1972,2.625,3,6,120,12,0,0,0,6.84021,-0.5877661736263358,-0.8196631034314716,-0.44189119212748273,-0.07817447095617183,-0.2264618466112598,-0.132285968078643,0.021241441531572015,-0.07564532796817085,-0.07553416809059638,0.1492260594994286,-0.8896394057938221,-0.29113690984957746,0.08938126583083635,0.8478927240514221,-0.32003998890603397,0.6443341349916317,0.43925953396145956,0.3540981295368441,-0.04920721238777074,-1.1509746490026682
836,2000,2.625,2,6,120,13,0,0,0,6.64327,-0.9269018418179398,-0.010820785032731534,-0.8411005500234343,1.2516693903718321,0.6780180584882242,1.4483846817611519,0.04610343528003897,0.2577221034403649,0.37979083841566175,0.1539520144899473,-2.3285064069812544,2.9643566450405854,0.8335652738487203,0.6440755282356128,2.1334696449840145,0.09026527981438523,-0.8638666698621338,-1.6870829817193551,0.5802514909566542,1.463873413736817
840,2000,1.6818,2,4,60,10,0,0,0,6.05147,-0.058004936277214966,0.34583925015964484,-0.2468783508616866,-0.9475361903698524,1.5003903102634477,0.32070819008682533,-0.5461547762687989,-1.1490397597575535,0.5424058976054328,0.33408673061503746,0.24545833720806204,-0.186352554952518,0.8128844984696245,1.2507397403225828,0.015086691602667828,-2.4940147708986387,-0.5379721450127992,0.4125575617645699,1.6754748626157254,2.2498287824546606
841,1992,1.3913,3,8,30,12,0,0,0,6.36319,-1.4782668888698351,0.5642000573905359,1.44003501235438,4.148886155969503,1.5110733862300116,-0.19912200338540648,0.5136358139150539,0.580899412152918,-0.19621092003301846,-0.3930450659122386,-1.1591863338401587,1.2683122481152505,0.04683190253505608,-0.04062997906550931,0.8619211375801572,0.4529788240802781,-0.3692110550820899,-1.2344829177544199,0.26391347558248857,-1.0473064470330744
843,2000,2.1429,2,7,60,12,0,0,0,6.33358,-0.4729168193574578,-0.2918041487433017,0.10019217317652876,-0.5003033167555089,0.33520033787757614,0.1280734965830591,-0.3020107202036073,-0.24067559426101537,0.10996277246014731,-0.14450931886356722,0.8703395282332601,0.3049647037986254,0.4179163221415187,0.20286762840817227,-1.4298980265578871,-1.0075844289947133,0.9737208314410265,-0.23321031021740662,-0.9996387147363032,0.2751817507245181
844,2000,1.4,3,5,20,12,0,0,0,4.6117,-0.5877661736263358,-0.8196631034314716,-0.44189119212748273,-0.07817447095617183,-0.2264618466112598,-0.132285968078643,0.021241441531572015,-0.07564532796817085,-0.07553416809059638,0.1492260594994286,0.223800204151435,-0.22449089778308828,-0.50794061724208,-0.6428318252092489,-0.05268389440696538,0.26135026107635984,-0.20841583748918588,-0.5707911736578555,0.12919664698900726,-0.6731579471357617
847,1967,2.3058,2,6,90,10,0,0,0,6.06872,4.099311817697632,1.039960225028297,2.2560874132860054,1.095645685404046,-0.36859031542242693,2.4838901835283567,10.98316729446171,-3.1504092377395443,5.369533854204105,3.1537056689554195,-0.04180236892531142,0.0956909793205625,0.4966399454110846,0.5211245215370907,-1.171869464171036,-0.3909966823198703,0.3175056174804521,-0.5312661597423619,0.0003829513415133634,-0.5851339754925876
848,1999,1.0,3,6,45,7,0,0,0,5.76514,-0.8357605198329193,-1.1325816644392437,-0.32345679892596535,-0.5055635624979343,-1.0836365857839207,-0.0036940402383206367,0.7541103377988984,0.6069462273708288,-0.8141146126558398,-0.1579514216588772,-0.22647936633848081,-0.217696074701717,-0.2900415659321786,-0.2129054153346556,-0.09919753629773696,-0.09413553782766394,-0.06927459264970533,-0.25949915259721623,-0.12110210553240733,-0.14677680348232716
849,2000,0.0,2,2,90,8,0,0,0,4.82817,-0.6246873265635994,-0.8263128941024453,-0.37002383889540946,-0.8103345554187538,-0.3052542514773304,0.6196900934811524,0.5628912656813565,0.07992975344202335,0.03721049204001603,0.16106909694547406,-0.1909045574144204,-0.34273158939667897,-0.9031469190066546,-0.9254611749163932,-0.3595749837477141,-0.6746353826661419,0.02132795218351926,-0.8679985189614929,-1.175110705962678,0.48243586292260315
852,1999,1.2727,2,4,25,4,0,0,0,5.20864,-0.29849643873761394,-1.0439304425647997,0.08259431619175928,-0.1116756222623167,-0.4663931672701165,-0.2767204264152652,-0.0033609460374650884,0.2339079328871898,-0.3885007363550834,0.29719578847982603,-0.7747632796172028,1.1217486174956839,-0.7696817668737811,-2.5164396445597808,-1.4674058256420621,1.2410217492005868,-0.17790750662625665,0.40838298561773323,0.7432331758061252,-0.163414643261716
