url,title,price,area_m2,floor,rooms,location,Típus,Szintek száma,Állapot,Fűtés,Energetikai besorolás,scrape_date,Napelem,Építés éve,Átlagos rezsiköltség,Erkély,,Terasz
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-vii-kerulet-nagykoruton-beluli-terulet/8584516?page=9&pos=12,Budapest VII. kerület kiadó téglalakás 1 szobás: 179 ezer Ft,179.0,33.0,33 m²,1.0,"Budapest VII. kerület, Belső-Erzsébetváros, rozsak tere",Téglalakás,3,Felújított,Elektromos,Nem adta meg a hirdető,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-viii-kerulet-jozsefvaros/8604293?page=9&pos=11,Budapest VIII. kerület kiadó téglalakás 1 szobás: 185 ezer Ft,185.0,43.0,43 m²,1.0,,,,,,,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-tarsashazi-lakas-budapest-xi-kerulet-muegyetem-kornyeke/8584519?page=9&pos=13,Budapest XI. kerület kiadó társasházi lakás 1 szobás: 160 ezer Ft,160.0,37.0,37 m²,1.0,"Budapest XI. kerület, Műegyetem környéke, Budafoki út",Társasházi lakás,8,Átlagos,Gáz (konvektor),C,2025-10-02,,1941,17 000 Ft/hó,,,
https://www.zenga.hu/ingatlan/kiado-panellakas-budapest-xiv-kerulet-alsorakos/8487720?page=9&pos=14,Budapest XIV. kerület kiadó panellakás 1+1 fél szobás: 200 ezer Ft,200.0,40.0,40 m²,1.0,"Budapest XIV. kerület, Alsórákos, Kacsóh Pongrácz út",Panellakás,2,Felújított,Távfűtés egyedi méréssel,Nem adta meg a hirdető,2025-10-02,,1972,8 000 Ft/hó,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xv-kerulet-rakospalota/8574455?page=9&pos=15,Budapest XV. kerület kiadó téglalakás 1+1 fél szobás: 200 ezer Ft,200.0,60.0,60 m²,1.0,"Budapest XV. kerület, Rákospalota",Téglalakás,2,Felújított,Házközponti,,2025-10-02,,1978,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-viii-kerulet/8574433?page=9&pos=16,Budapest VIII. kerület kiadó téglalakás 1+1 fél szobás: 190 ezer Ft,190.0,36.0,36 m²,1.0,"Budapest VIII. kerület, Orczy út",Téglalakás,4,Felújított,Gáz (konvektor),Nem adta meg a hirdető,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xi-kerulet-lagymanyos/8611429?page=9&pos=10,Budapest XI. kerület kiadó téglalakás 4 szobás: 200 ezer Ft,200.0,101.0,101 m²,,,,,,,,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xxii-kerulet-nagyteteny/8568402?page=9&pos=17,Budapest XXII. kerület kiadó téglalakás 2 szobás: 170 ezer Ft,170.0,50.0,50 m²,2.0,"Budapest XXII. kerület, Nagytétény",Téglalakás,2,Új építésű,Házközponti,A,2025-10-02,Nincs,2010,20 Ft/hó,3 m²,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-viii-kerulet-szazadosnegyed/8520269?page=9&pos=20,Budapest VIII. kerület kiadó téglalakás 1+1 fél szobás: 200 ezer Ft,200.0,41.0,41 m²,1.0,"Budapest VIII. kerület, Századosnegyed, Szörény utca 5-7.",Téglalakás,4,Jó állapotú,Gáz (konvektor),Nem adta meg a hirdető,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-vii-kerulet/8562997?page=9&pos=19,Budapest VII. kerület kiadó téglalakás 1 szobás: 185 ezer Ft,185.0,36.0,36 m²,1.0,"Budapest VII. kerület, Izabella u. 36-38",Téglalakás,3,Felújított,Gáz (konvektor),A+,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-csusztatott-zsalus-lakas-budapest-xiii-kerulet-ujlipotvaros/8545638?page=10&pos=1,Budapest XIII. kerület kiadó csúsztatott zsalus lakás 1+1 fél szobás: 176 ezer Ft,176.0,44.0,44 m²,1.0,"Budapest XIII. kerület, Újlipótváros",Csúsztatott zsalus lakás,11,Jó állapotú,Távfűtés,A+,2025-10-02,,1972,25 000 Ft/hó,,,
https://www.zenga.hu/ingatlan/kiado-tarsashazi-lakas-budapest-xi-kerulet/8518930?page=10&pos=2,Budapest XI. kerület kiadó társasházi lakás 1+1 fél szobás: 180 ezer Ft,180.0,38.0,38 m²,1.0,"Budapest XI. kerület, Bocskai út 15",Társasházi lakás,5,Átlagos,Távfűtés,C,2025-10-02,,1970,20 000 Ft/hó,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-viii-kerulet-magdolnanegyed/8507796?page=10&pos=3,Budapest VIII. kerület kiadó téglalakás 1+1 fél szobás: 170 ezer Ft,170.0,35.0,35 m²,1.0,"Budapest VIII. kerület, Magdolnanegyed",Téglalakás,3,Felújított,Gáz (konvektor),G,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xx-kerulet/8563641?page=9&pos=18,Budapest XX. kerület kiadó téglalakás 1 szobás: 200 ezer Ft,200.0,37.0,37 m²,1.0,Budapest XX. kerület,Téglalakás,1,Felújított,Gáz (konvektor),A++,2025-10-02,,1990,,,,15 m²
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-viii-kerulet/8487589?page=10&pos=4,Budapest VIII. kerület kiadó téglalakás 1 szobás: 160 ezer Ft,160.0,36.0,36 m²,1.0,Budapest VIII. kerület,Téglalakás,5,Felújított,Gáz (konvektor),C,2025-10-02,Nincs,1900,35 000 Ft/hó,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-vii-kerulet-nagykoruton-beluli-terulet/8482262?page=10&pos=5,Budapest VII. kerület kiadó téglalakás 1 szobás: 190 ezer Ft,190.0,33.0,33 m²,1.0,"Budapest VII. kerület, Belső-Erzsébetváros",Téglalakás,4,Jó állapotú,Gáz (konvektor),B,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-panellakas-budapest-iii-kerulet-bekasmegyer/8482335?page=10&pos=6,Budapest III. kerület kiadó panellakás 3 szobás: 100 ezer Ft,100.0,57.0,57 m²,3.0,"Budapest III. kerület, Békásmegyer",Panellakás,10,Jó állapotú,Távfűtés,Nem adta meg a hirdető,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-tarsashazi-lakas-budapest-iv-kerulet-ujpest/8429806?page=10&pos=8,Budapest IV. kerület kiadó társasházi lakás 1+1 fél szobás: 160 ezer Ft,160.0,35.0,35 m²,1.0,"Budapest IV. kerület, Újpest",Társasházi lakás,4,Felújított,Gáz (konvektor),Nem adta meg a hirdető,2025-10-02,Nincs,1970,30 000 Ft/hó,,,
https://www.zenga.hu/ingatlan/kiado-tarsashazi-lakas-budapest-viii-kerulet-nepszinhaznegyed/8403770?page=10&pos=9,Budapest VIII. kerület kiadó társasházi lakás 1 szobás: 180 ezer Ft,180.0,38.0,38 m²,1.0,"Budapest VIII. kerület, Népszínháznegyed, Bacsó béla utca",Társasházi lakás,3,Újszerű,Házközponti,Nem adta meg a hirdető,2025-10-02,Nincs,2009,32 000 Ft/hó,,,
https://www.zenga.hu/ingatlan/kiado-panellakas-budapest-viii-kerulet/8401641?page=10&pos=10,Budapest VIII. kerület kiadó panellakás 2 szobás,191.0,50.0,50 m²,2.0,Budapest VIII. kerület,Panellakás,9,Átlagos,Távfűtés egyedi méréssel,Nem adta meg a hirdető,2025-10-02,,,,2 m²,,
https://www.zenga.hu/ingatlan/kiado-panellakas-budapest-viii-kerulet/8398195?page=10&pos=11,Budapest VIII. kerület kiadó panellakás 2 szobás,191.0,50.0,50 m²,2.0,Budapest VIII. kerület,Panellakás,9,Jó állapotú,Házközponti fűtés egyedi méréssel,Nem adta meg a hirdető,2025-10-02,,,35 000 Ft/hó,2 m²,,
https://www.zenga.hu/ingatlan/kiado-tarsashazi-lakas-budapest-xiv-kerulet-alsorakos/8373415?page=10&pos=13,Budapest XIV. kerület kiadó társasházi lakás 2 szobás,133.0,46.0,46 m²,2.0,"Budapest XIV. kerület, Alsórákos",Társasházi lakás,10,Újszerű,Távfűtés,B,2025-10-02,,1978,35 000 Ft/hó,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xiv-kerulet-kiszuglo/8362825?page=10&pos=12,Budapest XIV. kerület kiadó téglalakás 1 szobás: 195 ezer Ft,195.0,42.0,42 m²,1.0,"Budapest XIV. kerület, Kiszugló",Téglalakás,4,Felújított,Központi fűtés,Nem adta meg a hirdető,2025-10-02,Nincs,1960,25 000 Ft/hó,5 m²,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-vii-kerulet/8367642?page=10&pos=14,Budapest VII. kerület kiadó téglalakás 1 szobás: 180 ezer Ft,180.0,35.0,35 m²,1.0,"Budapest VII. kerület, Thököly út",Téglalakás,1,Jó állapotú,Gáz (konvektor),Nem adta meg a hirdető,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-ii-kerulet-rozsadomb/8344290?page=10&pos=15,Budapest II. kerület kiadó téglalakás 2 szobás: 170 ezer Ft,170.0,55.0,55 m²,2.0,"Budapest II. kerület, Rózsadomb, Mandula 8",Téglalakás,2,Átlagos,Gázkazán,B,2025-10-02,Nincs,1910,5 000 Ft/hó,,,8 m²
https://www.zenga.hu/ingatlan/kiado-panellakas-budapest-xxi-kerulet/8439802?page=10&pos=7,Budapest XXI. kerület kiadó panellakás 1+1 fél szobás,,,40 m²,1.0,Budapest V. kerület,Társasházi lakás,6,Jó állapotú,Házközponti,Nem adta meg a hirdető,2025-10-02,Nincs,,,,,
https://www.zenga.hu/ingatlan/kiado-tarsashazi-lakas-budapest-v-kerulet/8325124?page=10&pos=16,Budapest V. kerület kiadó társasházi lakás 1+1 fél szobás: 200 ezer Ft,200.0,40.0,40 m²,1.0,Budapest V. kerület,Társasházi lakás,6,Jó állapotú,Házközponti,Nem adta meg a hirdető,2025-10-02,Nincs,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xv-kerulet-rakospalota/8308171?page=10&pos=18,Budapest XV. kerület kiadó téglalakás 1+1 fél szobás: 200 ezer Ft,200.0,80.0,80 m²,1.0,"Budapest XV. kerület, Rákospalota",Téglalakás,2,Felújított,Gázkazán,Nem adta meg a hirdető,2025-10-02,,,,,,12 m²
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-vii-kerulet/8272872?page=10&pos=19,Budapest VII. kerület kiadó téglalakás 1 szobás: 185 ezer Ft,185.0,45.0,45 m²,1.0,Budapest VII. kerület,Téglalakás,3,Felújított,Gáz (konvektor),Nem adta meg a hirdető,2025-10-02,,,25 000 Ft/hó,3 m²,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-ix-kerulet-belso-ferencvaros/8235482?page=10&pos=20,Budapest IX. kerület kiadó téglalakás 1 szobás: 190 ezer Ft,190.0,36.0,36 m²,1.0,"Budapest IX. kerület, Belső Ferencváros, Tűzoltó utca",Téglalakás,5,Újszerű,Gázkazán,Nem adta meg a hirdető,2025-10-02,,,,1 m²,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xiii-kerulet-ujlipotvaros/8308173?page=10&pos=17,Budapest XIII. kerület kiadó téglalakás 2+1 fél szobás,,77.0,77 m²,2.0,"Budapest XIII. kerület, Újlipótváros",Téglalakás,4,Felújított,Gáz (konvektor),Nem adta meg a hirdető,2025-10-02,,,,,,
